tool	rank	metric	sample	value
Mash	species	Bray-Curtis distance	7	0.9753927728653732
Mash	strain	Bray-Curtis distance	7	0.9942094258389039
Mash	superkingdom	Shannon diversity	7	0.0
Mash	superkingdom	Shannon equitability	7	0.0
Mash	phylum	Shannon diversity	7	0.0
Mash	phylum	Shannon equitability	7	0.0
Mash	class	Shannon diversity	7	0.0
Mash	class	Shannon equitability	7	0.0
Mash	order	Shannon diversity	7	0.0999841698067784
Mash	order	Shannon equitability	7	0.07212333297381962
Mash	family	Shannon diversity	7	1.4364005053551876
Mash	family	Shannon equitability	7	0.5304187140882968
Mash	genus	Shannon diversity	7	2.200279161476655
Mash	genus	Shannon equitability	7	0.5196560736220642
Mash	species	Shannon diversity	7	2.317501164668794
Mash	species	Shannon equitability	7	0.4875264950278375
Mash	strain	Shannon diversity	7	0.2094827955450533
Mash	strain	Shannon equitability	7	0.07555494757110126
Mash	superkingdom	F1 score	7	1.0
Mash	superkingdom	False negatives	7	0.0
Mash	superkingdom	False positives	7	0.0
Mash	superkingdom	Jaccard index	7	1.0
Mash	superkingdom	Purity	7	1.0
Mash	superkingdom	Completeness	7	1.0
Mash	superkingdom	True positives	7	1.0
Mash	phylum	F1 score	7	1.0
Mash	phylum	False negatives	7	0.0
Mash	phylum	False positives	7	0.0
Mash	phylum	Jaccard index	7	1.0
Mash	phylum	Purity	7	1.0
Mash	phylum	Completeness	7	1.0
Mash	phylum	True positives	7	1.0
Mash	class	F1 score	7	1.0
Mash	class	False negatives	7	0.0
Mash	class	False positives	7	0.0
Mash	class	Jaccard index	7	1.0
Mash	class	Purity	7	1.0
Mash	class	Completeness	7	1.0
Mash	class	True positives	7	1.0
Mash	order	F1 score	7	1.0
Mash	order	False negatives	7	0.0
Mash	order	False positives	7	0.0
Mash	order	Jaccard index	7	1.0
Mash	order	Purity	7	1.0
Mash	order	Completeness	7	1.0
Mash	order	True positives	7	4.0
Mash	family	F1 score	7	0.8235294117647058
Mash	family	False negatives	7	5.0
Mash	family	False positives	7	1.0
Mash	family	Jaccard index	7	0.7
Mash	family	Purity	7	0.9333333333333333
Mash	family	Completeness	7	0.7368421052631579
Mash	family	True positives	7	14.0
Mash	genus	F1 score	7	0.6153846153846154
Mash	genus	False negatives	7	57.0
Mash	genus	False positives	7	13.0
Mash	genus	Jaccard index	7	0.4444444444444444
Mash	genus	Purity	7	0.8115942028985508
Mash	genus	Completeness	7	0.49557522123893805
Mash	genus	True positives	7	56.0
Mash	species	F1 score	7	0.37969094922737306
Mash	species	False negatives	7	251.0
Mash	species	False positives	7	30.0
Mash	species	Jaccard index	7	0.23433242506811988
Mash	species	Purity	7	0.7413793103448276
Mash	species	Completeness	7	0.2551928783382789
Mash	species	True positives	7	86.0
Mash	strain	F1 score	7	0.20869565217391306
Mash	strain	False negatives	7	87.0
Mash	strain	False positives	7	4.0
Mash	strain	Jaccard index	7	0.11650485436893204
Mash	strain	Purity	7	0.75
Mash	strain	Completeness	7	0.12121212121212122
Mash	strain	True positives	7	12.0
Mash	superkingdom	L1 norm error	7	0.99
Mash	phylum	L1 norm error	7	0.99
Mash	class	L1 norm error	7	0.99
Mash	order	L1 norm error	7	0.970851
Mash	family	L1 norm error	7	0.8200401384730002
Mash	genus	L1 norm error	7	0.7855156490679991
Mash	species	L1 norm error	7	0.5327556309670001
Mash	strain	L1 norm error	7	0.034909435795000006
Mash	na	Weighted UniFrac error	7	0.213152874974319
Mash	na	Unweighted UniFrac error	7	0.6686766784779208
Mash	na	Weighted UniFrac (CAMI)	7	6.391751345799997
Mash	na	Unweighted UniFrac (CAMI)	7	2075.0452269905
Mash	superkingdom	Sum of abundances	7	1.0
Mash	phylum	Sum of abundances	7	1.0
Mash	class	Sum of abundances	7	1.0
Mash	order	Sum of abundances	7	0.9808509999999999
Mash	family	Sum of abundances	7	0.8297880000000001
Mash	genus	Sum of abundances	7	0.7936320000000008
Mash	species	Sum of abundances	7	0.5361960000000012
Mash	strain	Sum of abundances	7	0.03404800000000001
Mash	superkingdom	Taxon counts	7	1.0
Mash	phylum	Taxon counts	7	1.0
Mash	class	Taxon counts	7	1.0
Mash	order	Taxon counts	7	4.0
Mash	family	Taxon counts	7	15.0
Mash	genus	Taxon counts	7	69.0
Mash	species	Taxon counts	7	116.0
Mash	strain	Taxon counts	7	16.0
Mash	superkingdom	Bray-Curtis distance	8	0.9801980198019802
Mash	phylum	Bray-Curtis distance	8	0.9801980198019802
Mash	class	Bray-Curtis distance	8	0.9801980198019802
Mash	order	Bray-Curtis distance	8	0.9799824683204917
Mash	family	Bray-Curtis distance	8	0.9766692504791723
Mash	genus	Bray-Curtis distance	8	0.9769534341992356
Mash	species	Bray-Curtis distance	8	0.9745925139678359
Mash	strain	Bray-Curtis distance	8	0.995958725825731
Mash	superkingdom	Shannon diversity	8	0.0
Mash	superkingdom	Shannon equitability	8	0.0
Mash	phylum	Shannon diversity	8	0.0
Mash	phylum	Shannon equitability	8	0.0
Mash	class	Shannon diversity	8	0.0
Mash	class	Shannon equitability	8	0.0
Mash	order	Shannon diversity	8	0.18168528443703805
Mash	order	Shannon equitability	8	0.16537707279544647
Mash	family	Shannon diversity	8	1.5295539643790441
Mash	family	Shannon equitability	8	0.5648174335012315
Mash	genus	Shannon diversity	8	2.1383985463444093
Mash	genus	Shannon equitability	8	0.5385998291574579
Mash	species	Shannon diversity	8	2.105633917655956
Mash	species	Shannon equitability	8	0.46345967377531705
Mash	strain	Shannon diversity	8	0.21789168302759584
Mash	strain	Shannon equitability	8	0.08256420979659496
Mash	superkingdom	F1 score	8	1.0
Mash	superkingdom	False negatives	8	0.0
Mash	superkingdom	False positives	8	0.0
Mash	superkingdom	Jaccard index	8	1.0
Mash	superkingdom	Purity	8	1.0
Mash	superkingdom	Completeness	8	1.0
Mash	superkingdom	True positives	8	1.0
Mash	phylum	F1 score	8	1.0
Mash	phylum	False negatives	8	0.0
Mash	phylum	False positives	8	0.0
Mash	phylum	Jaccard index	8	1.0
Mash	phylum	Purity	8	1.0
Mash	phylum	Completeness	8	1.0
Mash	phylum	True positives	8	1.0
Mash	class	F1 score	8	1.0
Mash	class	False negatives	8	0.0
Mash	class	False positives	8	0.0
Mash	class	Jaccard index	8	1.0
Mash	class	Purity	8	1.0
Mash	class	Completeness	8	1.0
Mash	class	True positives	8	1.0
Mash	order	F1 score	8	0.8571428571428571
Mash	order	False negatives	8	1.0
Mash	order	False positives	8	0.0
Mash	order	Jaccard index	8	0.75
Mash	order	Purity	8	1.0
Mash	order	Completeness	8	0.75
Mash	order	True positives	8	3.0
Mash	family	F1 score	8	0.8235294117647058
Mash	family	False negatives	8	5.0
Mash	family	False positives	8	1.0
Mash	family	Jaccard index	8	0.7
Mash	family	Purity	8	0.9333333333333333
Mash	family	Completeness	8	0.7368421052631579
Mash	family	True positives	8	14.0
Mash	genus	F1 score	8	0.5542168674698795
Mash	genus	False negatives	8	67.0
Mash	genus	False positives	8	7.0
Mash	genus	Jaccard index	8	0.38333333333333336
Mash	genus	Purity	8	0.8679245283018868
Mash	genus	Completeness	8	0.40707964601769914
Mash	genus	True positives	8	46.0
Mash	species	F1 score	8	0.30626450116009285
Mash	species	False negatives	8	271.0
Mash	species	False positives	8	28.0
Mash	species	Jaccard index	8	0.18082191780821918
Mash	species	Purity	8	0.7021276595744681
Mash	species	Completeness	8	0.19584569732937684
Mash	species	True positives	8	66.0
Mash	strain	F1 score	8	0.12389380530973451
Mash	strain	False negatives	8	92.0
Mash	strain	False positives	8	7.0
Mash	strain	Jaccard index	8	0.0660377358490566
Mash	strain	Purity	8	0.5
Mash	strain	Completeness	8	0.0707070707070707
Mash	strain	True positives	8	7.0
Mash	superkingdom	L1 norm error	8	0.99
Mash	phylum	L1 norm error	8	0.99
Mash	class	L1 norm error	8	0.99
Mash	order	L1 norm error	8	0.9784664354420001
Mash	family	L1 norm error	8	0.826214096197
Mash	genus	L1 norm error	8	0.7588280639979998
Mash	species	L1 norm error	8	0.4958824170309994
Mash	strain	L1 norm error	8	0.037857146930999994
Mash	na	Weighted UniFrac error	8	0.21373837538209675
Mash	na	Unweighted UniFrac error	8	0.7072654752278916
Mash	na	Weighted UniFrac (CAMI)	8	6.400469121200002
Mash	na	Unweighted UniFrac (CAMI)	8	2219.0392489908995
Mash	superkingdom	Sum of abundances	8	1.0
Mash	phylum	Sum of abundances	8	1.0
Mash	class	Sum of abundances	8	1.0
Mash	order	Sum of abundances	8	0.9884530000000001
Mash	family	Sum of abundances	8	0.8360260000000003
Mash	genus	Sum of abundances	8	0.7667290000000009
Mash	species	Sum of abundances	8	0.4988099999999987
Mash	strain	Sum of abundances	8	0.03694600000000001
Mash	superkingdom	Taxon counts	8	1.0
Mash	phylum	Taxon counts	8	1.0
Mash	class	Taxon counts	8	1.0
Mash	order	Taxon counts	8	3.0
Mash	family	Taxon counts	8	15.0
Mash	genus	Taxon counts	8	53.0
Mash	species	Taxon counts	8	94.0
Mash	strain	Taxon counts	8	14.0
Mash	superkingdom	Bray-Curtis distance	9	0.9801980198019802
Mash	phylum	Bray-Curtis distance	9	0.9801980198019802
Mash	class	Bray-Curtis distance	9	0.9801980198019802
Mash	order	Bray-Curtis distance	9	0.9798226383098582
Mash	family	Bray-Curtis distance	9	0.9751378844854087
Mash	genus	Bray-Curtis distance	9	0.9767580127793185
Mash	species	Bray-Curtis distance	9	0.9786682048414042
Mash	strain	Bray-Curtis distance	9	0.996297175287473
Mash	superkingdom	Shannon diversity	9	0.0
Mash	superkingdom	Shannon equitability	9	0.0
Mash	phylum	Shannon diversity	9	0.0
Mash	phylum	Shannon equitability	9	0.0
Mash	class	Shannon diversity	9	0.0
Mash	class	Shannon equitability	9	0.0
Mash	order	Shannon diversity	9	0.16002036080154303
Mash	order	Shannon equitability	9	0.145656809460544
Mash	family	Shannon diversity	9	1.4553740712222474
Mash	family	Shannon equitability	9	0.6069381293386552
Mash	genus	Shannon diversity	9	2.2202320169120218
Mash	genus	Shannon equitability	9	0.5592112784789255
Mash	species	Shannon diversity	9	2.2391856054030006
Mash	species	Shannon equitability	9	0.5124642016585094
Mash	strain	Shannon diversity	9	0.15114053940759264
Mash	strain	Shannon equitability	9	0.07767087266643184
Mash	superkingdom	F1 score	9	1.0
Mash	superkingdom	False negatives	9	0.0
Mash	superkingdom	False positives	9	0.0
Mash	superkingdom	Jaccard index	9	1.0
Mash	superkingdom	Purity	9	1.0
Mash	superkingdom	Completeness	9	1.0
Mash	superkingdom	True positives	9	1.0
Mash	phylum	F1 score	9	1.0
Mash	phylum	False negatives	9	0.0
Mash	phylum	False positives	9	0.0
Mash	phylum	Jaccard index	9	1.0
Mash	phylum	Purity	9	1.0
Mash	phylum	Completeness	9	1.0
Mash	phylum	True positives	9	1.0
Mash	class	F1 score	9	1.0
Mash	class	False negatives	9	0.0
Mash	class	False positives	9	0.0
Mash	class	Jaccard index	9	1.0
Mash	class	Purity	9	1.0
Mash	class	Completeness	9	1.0
Mash	class	True positives	9	1.0
Mash	order	F1 score	9	0.8571428571428571
Mash	order	False negatives	9	1.0
Mash	order	False positives	9	0.0
Mash	order	Jaccard index	9	0.75
Mash	order	Purity	9	1.0
Mash	order	Completeness	9	0.75
Mash	order	True positives	9	3.0
Mash	family	F1 score	9	0.7333333333333334
Mash	family	False negatives	9	8.0
Mash	family	False positives	9	0.0
Mash	family	Jaccard index	9	0.5789473684210527
Mash	family	Purity	9	1.0
Mash	family	Completeness	9	0.5789473684210527
Mash	family	True positives	9	11.0
Mash	genus	F1 score	9	0.5662650602409639
Mash	genus	False negatives	9	66.0
Mash	genus	False positives	9	6.0
Mash	genus	Jaccard index	9	0.3949579831932773
Mash	genus	Purity	9	0.8867924528301887
Mash	genus	Completeness	9	0.415929203539823
Mash	genus	True positives	9	47.0
Mash	species	F1 score	9	0.2644230769230769
Mash	species	False negatives	9	282.0
Mash	species	False positives	9	24.0
Mash	species	Jaccard index	9	0.1523545706371191
Mash	species	Purity	9	0.6962025316455697
Mash	species	Completeness	9	0.1632047477744807
Mash	species	True positives	9	55.0
Mash	strain	F1 score	9	0.09433962264150943
Mash	strain	False negatives	9	94.0
Mash	strain	False positives	9	2.0
Mash	strain	Jaccard index	9	0.04950495049504951
Mash	strain	Purity	9	0.7142857142857143
Mash	strain	Completeness	9	0.050505050505050504
Mash	strain	True positives	9	5.0
Mash	superkingdom	L1 norm error	9	0.99
Mash	phylum	L1 norm error	9	0.99
Mash	class	L1 norm error	9	0.99
Mash	order	L1 norm error	9	0.970557435442
Mash	family	L1 norm error	9	0.768540064039
Mash	genus	L1 norm error	9	0.7508856526039994
Mash	species	L1 norm error	9	0.5276763653489993
Mash	strain	L1 norm error	9	0.028196962376999993
Mash	na	Weighted UniFrac error	9	0.21099172477592368
Mash	na	Unweighted UniFrac error	9	0.7744170094847352
Mash	na	Weighted UniFrac (CAMI)	9	6.449810807799996
Mash	na	Unweighted UniFrac (CAMI)	9	2388.0924087402996
Mash	superkingdom	Sum of abundances	9	1.0
Mash	phylum	Sum of abundances	9	1.0
Mash	class	Sum of abundances	9	1.0
Mash	order	Sum of abundances	9	0.9805439999999999
Mash	family	Sum of abundances	9	0.7782099999999998
Mash	genus	Sum of abundances	9	0.7587529999999996
Mash	species	Sum of abundances	9	0.5291779999999993
Mash	strain	Sum of abundances	9	0.027237
Mash	superkingdom	Taxon counts	9	1.0
Mash	phylum	Taxon counts	9	1.0
Mash	class	Taxon counts	9	1.0
Mash	order	Taxon counts	9	3.0
Mash	family	Taxon counts	9	11.0
Mash	genus	Taxon counts	9	53.0
Mash	species	Taxon counts	9	79.0
Mash	strain	Taxon counts	9	7.0
SourMash	superkingdom	Bray-Curtis distance	0	0.9280575539568345
SourMash	phylum	Bray-Curtis distance	0	0.9261992619926199
SourMash	class	Bray-Curtis distance	0	0.9261992619926199
SourMash	order	Bray-Curtis distance	0	0.9233247125291828
SourMash	family	Bray-Curtis distance	0	0.8808602720463551
SourMash	genus	Bray-Curtis distance	0	0.8990050388730159
SourMash	species	Bray-Curtis distance	0	0.8833042219078324
SourMash	superkingdom	Shannon diversity	0	0.3528939039903031
SourMash	superkingdom	Shannon equitability	0	0.0
SourMash	phylum	Shannon diversity	0	0.35058430150311476
SourMash	phylum	Shannon equitability	0	0.0
SourMash	class	Shannon diversity	0	0.35058430150311476
SourMash	class	Shannon equitability	0	0.0
SourMash	order	Shannon diversity	0	0.3453966347614775
SourMash	order	Shannon equitability	0	0.0
SourMash	family	Shannon diversity	0	0.33716249356527145
SourMash	family	Shannon equitability	0	0.3068985273904287
SourMash	genus	Shannon diversity	0	0.35397277578977043
SourMash	genus	Shannon equitability	0	0.25533738412080137
SourMash	species	Shannon diversity	0	0.32162022714660027
SourMash	species	Shannon equitability	0	0.16528010160322057
SourMash	superkingdom	F1 score	0	1.0
SourMash	superkingdom	False negatives	0	0.0
SourMash	superkingdom	False positives	0	0.0
SourMash	superkingdom	Jaccard index	0	1.0
SourMash	superkingdom	Purity	0	1.0
SourMash	superkingdom	Completeness	0	1.0
SourMash	superkingdom	True positives	0	1.0
SourMash	phylum	F1 score	0	1.0
SourMash	phylum	False negatives	0	0.0
SourMash	phylum	False positives	0	0.0
SourMash	phylum	Jaccard index	0	1.0
SourMash	phylum	Purity	0	1.0
SourMash	phylum	Completeness	0	1.0
SourMash	phylum	True positives	0	1.0
SourMash	class	F1 score	0	1.0
SourMash	class	False negatives	0	0.0
SourMash	class	False positives	0	0.0
SourMash	class	Jaccard index	0	1.0
SourMash	class	Purity	0	1.0
SourMash	class	Completeness	0	1.0
SourMash	class	True positives	0	1.0
SourMash	order	F1 score	0	0.4
SourMash	order	False negatives	0	3.0
SourMash	order	False positives	0	0.0
SourMash	order	Jaccard index	0	0.25
SourMash	order	Purity	0	1.0
SourMash	order	Completeness	0	0.25
SourMash	order	True positives	0	1.0
SourMash	family	F1 score	0	0.2727272727272727
SourMash	family	False negatives	0	16.0
SourMash	family	False positives	0	0.0
SourMash	family	Jaccard index	0	0.15789473684210525
SourMash	family	Purity	0	1.0
SourMash	family	Completeness	0	0.15789473684210525
SourMash	family	True positives	0	3.0
SourMash	genus	F1 score	0	0.06837606837606837
SourMash	genus	False negatives	0	109.0
SourMash	genus	False positives	0	0.0
SourMash	genus	Jaccard index	0	0.035398230088495575
SourMash	genus	Purity	0	1.0
SourMash	genus	Completeness	0	0.035398230088495575
SourMash	genus	True positives	0	4.0
SourMash	species	F1 score	0	0.040697674418604654
SourMash	species	False negatives	0	330.0
SourMash	species	False positives	0	0.0
SourMash	species	Jaccard index	0	0.020771513353115726
SourMash	species	Purity	0	1.0
SourMash	species	Completeness	0	0.020771513353115726
SourMash	species	True positives	0	7.0
SourMash	strain	False negatives	0	99.0
SourMash	strain	False positives	0	0.0
SourMash	strain	Jaccard index	0	0.0
SourMash	strain	Purity	0	0.0
SourMash	strain	Completeness	0	0.0
SourMash	strain	True positives	0	0.0
SourMash	superkingdom	L1 norm error	0	0.258
SourMash	phylum	L1 norm error	0	0.251
SourMash	class	L1 norm error	0	0.251
SourMash	order	L1 norm error	0	0.23729445112
SourMash	family	L1 norm error	0	0.110933240823
SourMash	genus	L1 norm error	0	0.11327463489800003
SourMash	species	L1 norm error	0	0.07331425042099993
SourMash	na	Weighted UniFrac error	0	0.023126042585013284
SourMash	na	Unweighted UniFrac error	0	0.97459510679467
SourMash	na	Weighted UniFrac (CAMI)	0	2.2474603021552237
SourMash	na	Unweighted UniFrac (CAMI)	0	2933.9999999903
SourMash	order	Sum of abundances	0	0.247
SourMash	class	Sum of abundances	0	0.261
SourMash	phylum	Sum of abundances	0	0.261
SourMash	superkingdom	Sum of abundances	0	0.268
SourMash	genus	Sum of abundances	0	0.11599999999999999
SourMash	family	Sum of abundances	0	0.11600000000000002
SourMash	species	Sum of abundances	0	0.073
SourMash	order	Taxon counts	0	1.0
SourMash	class	Taxon counts	0	1.0
SourMash	phylum	Taxon counts	0	1.0
SourMash	superkingdom	Taxon counts	0	1.0
SourMash	genus	Taxon counts	0	4.0
SourMash	family	Taxon counts	0	3.0
SourMash	species	Taxon counts	0	7.0
SourMash	superkingdom	Bray-Curtis distance	1	0.09090909090909088
SourMash	phylum	Bray-Curtis distance	1	0.09090909090909088
SourMash	class	Bray-Curtis distance	1	0.09090909090909088
SourMash	order	Bray-Curtis distance	1	0.10684841154545449
SourMash	family	Bray-Curtis distance	1	0.8521252493787167
SourMash	superkingdom	Shannon diversity	1	0.05307418355032965
SourMash	superkingdom	Shannon equitability	1	0.0
SourMash	phylum	Shannon diversity	1	0.05307418355032965
SourMash	phylum	Shannon equitability	1	0.0
SourMash	class	Shannon diversity	1	0.05307418355032965
SourMash	class	Shannon equitability	1	0.0
SourMash	order	Shannon diversity	1	0.05307418355032965
SourMash	order	Shannon equitability	1	0.0
SourMash	family	Shannon diversity	1	0.026491586832740183
SourMash	family	Shannon equitability	1	0.0
SourMash	superkingdom	F1 score	1	1.0
SourMash	superkingdom	False negatives	1	0.0
SourMash	superkingdom	False positives	1	0.0
SourMash	superkingdom	Jaccard index	1	1.0
SourMash	superkingdom	Purity	1	1.0
SourMash	superkingdom	Completeness	1	1.0
SourMash	superkingdom	True positives	1	1.0
SourMash	phylum	F1 score	1	1.0
SourMash	phylum	False negatives	1	0.0
SourMash	phylum	False positives	1	0.0
SourMash	phylum	Jaccard index	1	1.0
SourMash	phylum	Purity	1	1.0
SourMash	phylum	Completeness	1	1.0
SourMash	phylum	True positives	1	1.0
SourMash	class	F1 score	1	1.0
SourMash	class	False negatives	1	0.0
SourMash	class	False positives	1	0.0
SourMash	class	Jaccard index	1	1.0
SourMash	class	Purity	1	1.0
SourMash	class	Completeness	1	1.0
SourMash	class	True positives	1	1.0
SourMash	order	F1 score	1	0.4
SourMash	order	False negatives	1	3.0
SourMash	order	False positives	1	0.0
SourMash	order	Jaccard index	1	0.25
SourMash	order	Purity	1	1.0
SourMash	order	Completeness	1	0.25
SourMash	order	True positives	1	1.0
SourMash	family	F1 score	1	0.1
SourMash	family	False negatives	1	18.0
SourMash	family	False positives	1	0.0
SourMash	family	Jaccard index	1	0.05263157894736842
